
ImageName, app1, app2, Advantra, MOST, EnsembleNeuronTracerBasic, meanshift, TreMap, MST_Tracing, EnsembleNeuronTracerV2n, spanningtree, axis_analyzer, Rayshooting, smartTracing, simple, EnsembleNeuronTracerV2s, 
E:\result\140921c4.tif.v3dpbd\gold\146_457_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\151_689_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\179_679_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\243_699_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\243_862_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\259_203_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\259_224_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\261_459_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\265_453_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\265_459_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\265_522_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\269_331_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\269_374_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\269_570_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\273_587_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\273_614_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\276_250_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\276_319_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\277_191_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\279_682_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\281_459_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\282_91_16_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\307_715_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\311_587_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\348_121_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\365_713_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\36_532_16_gold.tiff, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\371_832_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\371_841_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\378_182_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\378_189_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\384_168_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\386_38_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\386_457_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\38_629_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\390_189_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\393_457_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\393_463_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\393_474_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\397_317_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\397_585_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\397_586_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\400_617_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\401_589_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\402_585_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\402_62_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\404_268_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\404_310_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\404_329_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\404_59_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\407_457_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\407_713_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\40_531_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\410_140_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\442_62_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\476_89_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\501_473_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\506_175_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\512_201_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\513_473_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\516_729_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\518_217_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\518_345_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\519_73_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\521_473_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\521_524_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\525_583_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\528_601_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\532_329_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\543_601_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\554_201_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\596_202_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\604_121_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\607_272_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\617_400_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\640_150_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\646_204_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\646_330_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c4.tif.v3dpbd\gold\649_528_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\651_144_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c4.tif.v3dpbd\gold\660_314_16_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c5.tif.v3dpbd\gold\128_207_17_gold.tiff, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\141_583_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\142_439_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\147_330_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\152_130_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\155_158_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\162_335_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\175_568_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\180_696_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\198_281_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\202_286_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\202_440_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\256_153_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\256_96_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\269_562_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\270_421_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\270_442_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\271_442_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\274_442_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\275_314_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\275_333_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\280_173_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\283_186_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\283_301_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\298_737_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\303_570_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\320_570_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\320_698_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\376_301_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\384_173_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\384_202_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\384_95_17_gold.tiff, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\396_201_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\397_557_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\398_408_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\398_429_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\398_438_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\403_305_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\411_276_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\411_301_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\420_429_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\424_429_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\426_685_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\431_627_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\448_557_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\487_484_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\487_542_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\489_670_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\492_677_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\502_414_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\512_204_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\524_158_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\525_549_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\526_286_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\526_395_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\526_414_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\531_286_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\539_310_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\548_414_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\554_667_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\559_653_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\601_414_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\615_542_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\648_670_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\650_542_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\653_581_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\654_394_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\668_709_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\695_723_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\739_595_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c5.tif.v3dpbd\gold\766_673_17_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1000_917_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1004_504_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1006_944_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1007_789_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1019_1200_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1027_647_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1029_1253_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1030_1248_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1033_649_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1033_789_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1035_1072_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1035_376_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
E:\result\140921c6.tif.v3dpbd\gold\1036_1066_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1039_249_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
E:\result\140921c6.tif.v3dpbd\gold\1041_939_23_gold.tiff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
