ImageName,   EnsembleNeuronTracerV2s,   EnsembleNeuronTracerV2n,   Advantra_updated,   MOST,   ENT_updated,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1301_1430_34_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1308_840_35_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1314_456_35_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1338_1129_38_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1357_1586_36_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1360_756_54_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1379_1430_39_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1384_387_35_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1396_1778_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1400_579_36_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1422_1238_37_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1429_771_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1429_837_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1458_1622_33_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1464_1430_37_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1484_1814_35_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1488_1282_39_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1500_826_34_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1506_456_35_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1549_1605_37_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1614_1252_33_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1656_1467_38_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1680_1256_33_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1806_1274_33_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1872_1267_40_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\1991_1256_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\2024_1251_39_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\298_1183_38_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\413_1172_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\462_674_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\490_1149_36_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\495_1341_36_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\523_778_37_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\540_970_35_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\595_859_34_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\600_1505_38_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\605_1145_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\629_1243_37_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\654_733_33_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\661_901_43_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\682_1140_36_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\722_756_35_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\732_948_37_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\787_875_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\792_1546_41_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\795_1276_40_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\797_1162_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\813_1084_38_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\841_1468_35_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\842_1354_33_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\853_664_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\853_873_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\864_472_38_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\874_1162_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\904_1068_35_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\924_942_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\937_652_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\938_750_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\979_844_32_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\981_460_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\984_1551_36_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi-C_1.tif_uint8.v3dpbd\gold\989_1158_37_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1019_450_41_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1090_486_40_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1098_102_39_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1102_294_41_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1187_45_36_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1209_411_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1217_143_39_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1218_335_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1219_527_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1230_219_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1290_74_37_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1379_55_34_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1408_125_42_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1410_317_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1410_394_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1410_488_35_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1422_202_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1482_84_35_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1571_67_33_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1602_305_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1602_433_39_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1674_72_34_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1763_83_34_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\1866_117_33_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\718_293_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\759_418_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\761_485_43_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\794_226_40_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\799_293_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\803_101_38_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\906_120_37_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\910_241_41_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\953_444_41_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\986_258_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaD_membrane-GFP.tif.v3dpbd\gold\995_66_36_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\1141_449_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\1142_641_39_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\1143_257_43_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\1144_833_38_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\568_803_38_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\751_468_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\752_562_40_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\760_754_41_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\760_849_39_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\774_660_39_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\934_447_39_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\946_639_38_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\1_CL-I_X_OREGON_R_ddaE_membrane-GFP.tif.v3dpbd\gold\952_831_37_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\216_223_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\249_374_37_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\260_47_36_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\308_182_36_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\441_407_40_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\452_43_38_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\452_90_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\460_215_38_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\464_282_38_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\627_447_37_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\641_263_39_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\644_71_38_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\656_329_36_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaD_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\662_137_37_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaE_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\259_176_41_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaE_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\435_490_39_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaE_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\439_310_38_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaE_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\451_118_39_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaE_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\609_104_42_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaE_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\613_296_41_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaE_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\627_483_38_gold.tiff, 1, 0, 0, 0, 0,  , 
E:\result1\2_CL-I_Membrane-GFP_X_F-Actin-Red_ddaE_Membrane-GFP_F-Actin-Red.czi_C_1.tif.v3dpbd\gold\819_470_38_gold.tiff, 0, 0, 0, 0, 1,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1008_1288_35_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1023_1388_39_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1023_1480_39_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1026_824_38_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1061_1196_39_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1062_1004_35_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1096_1109_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1097_478_34_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1111_812_37_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1121_917_36_gold.tiff, 0, 0, 1, 0, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1122_1436_35_gold.tiff, 0, 0, 0, 1, 0,  , 
E:\result1\3_CL-III_X_LifeActRuby_vpda_membrane-GFP_actin-LifeActRuby.czi_C_1.tif_uint8.v3dpbd\gold\1122_1512_36_gold.tiff, 0, 0, 0, 1, 0,  , 
